"","species","latitude","longitude","date_obs","source","carbon_values","nitrogen_values","ph_values","Landcover","Climate_Re","elevation","temp_mean","prec_mean","clouds_mean","fut_temp","ndvi_mean"
"2","Pinus mugo",46.78792,8.5846,2024-08-12,"gbif",683,855,54,"Sparsely or Non vegetated","Polar Moist",2665,0.316666666666663,212.166666666667,45.7925,-1.43333333333328,0.0757625
"3","Pinus cembra",46.62332,10.27903,2025-07-15,"gbif",556,568,60,"Sparsely or Non vegetated","Polar Moist",2572,1.09166666666664,100,41.9425,-0.84166666666664,0.080325
"4","Pinus cembra",45.98369,7.72898,2025-06-26,"gbif",491,460,65,"Sparsely or Non vegetated","Polar Moist",2257,3.52500000000009,132.083333333333,36.5833333333333,1.75000000000006,0.0742208333333333
"5","Amanita muscaria",46.92145,8.71875,2022-09-01,"gbif",682,966,52,"Sparsely or Non vegetated","Polar Moist",2211,3.25833333333338,211.583333333333,47.7766666666667,1.37500000000006,0.121095833333333
"7","Amanita muscaria",46.52342,7.73187,2025-10-02,"gbif",561,613,60,"Sparsely or Non vegetated","Polar Moist",2491,0.575000000000045,178.333333333333,43.1958333333333,-1.70833333333326,0.0834166666666667
"9","Pinus mugo",46.43373,7.60128,2025-06-27,"gbif",531,635,58,"Sparsely or Non vegetated","Polar Moist",2412,1.89166666666671,188,42.7941666666667,-0.691666666666663,0.0973458333333333
"10","Pinus mugo",46.67875,9.82425,2023-06-25,"gbif",619,856,55,"Sparsely or Non vegetated","Polar Moist",2715,0.625000000000057,144.666666666667,45.3225,-1.72499999999997,-0.00642916666666667
"12","Betula pendula",46.07298,7.92333,2025-07-12,"gbif",511,527,62,"Sparsely or Non vegetated","Polar Moist",2888,-1.25833333333333,179.916666666667,39.815,-3.04166666666669,-0.0185583333333333
"13","Pinus cembra",46.4824641081,9.9268317758,2024-08-29,"inat",575,588,63,"Sparsely or Non vegetated","Polar Moist",2346,3.10000000000002,110,41.4758333333333,1.35000000000002,0.208704166666667
"14","Betula pubescens",46.6801,9.75893,2023-09-12,"gbif",638,958,50,"Sparsely or Non vegetated","Polar Moist",2297,1.65000000000003,134.333333333333,44.1075,-0.724999999999909,0.114516666666667
"18","Pinus mugo",46.79976,10.41942,2024-11-04,"gbif",570,795,57,"Sparsely or Non vegetated","Polar Moist",2708,0.15833333333336,118.833333333333,41.1708333333333,-2.22499999999991,0.0230916666666667
"23","Pinus cembra",46.72371,9.82624,2024-01-14,"gbif",640,953,53,"Sparsely or Non vegetated","Polar Moist",2653,1.41666666666669,133.166666666667,40.4808333333333,-1.04166666666669,0.0780958333333334
"26","Betula pubescens",46.74528,8.32196,2025-06-25,"gbif",714,1186,54,"Sparsely or Non vegetated","Polar Moist",2211,3.75000000000006,201.166666666667,38.7641666666667,2.06666666666672,0.155108333333333
"28","Pinus mugo",46.75651,10.35154,2024-07-29,"gbif",549,787,56,"Sparsely or Non vegetated","Polar Moist",2879,-1.05833333333334,125.833333333333,41.1641666666667,-3.36666666666673,-0.005075
"29","Amanita muscaria",46.9346,10.42691,2024-07-28,"gbif",582,838,58,"Sparsely or Non vegetated","Polar Moist",2430,2.35833333333341,128.25,42.0833333333333,-0.349999999999966,0.0465833333333333
"33","Pinus mugo",46.62803,10.0833,2025-07-11,"gbif",524,741,57,"Sparsely or Non vegetated","Polar Moist",2694,-0.549999999999898,123.25,41.7533333333333,-2.57499999999999,-0.00281666666666667
"35","Betula pendula",46.1773032,7.5326267,2021-10-02,"inat",549,528,60,"Sparsely or Non vegetated","Polar Moist",2675,0.316666666666663,156.166666666667,41.9216666666667,-2.11666666666662,0.09245
"37","Abies alba",46.323,9.61378,2025-04-04,"gbif",582,581,61,"Sparsely or Non vegetated","Polar Moist",2373,3.25000000000011,129.25,41.2591666666667,1.32499999999999,0.0808166666666667
"38","Pinus cembra",46.02849,7.79379,2025-07-15,"gbif",501,553,61,"Sparsely or Non vegetated","Polar Moist",2859,-0.93333333333328,156.75,32.9708333333333,-2.73333333333323,0.0687708333333333
"41","Pinus cembra",46.197845,7.621997,2024-07-19,"gbif",531,565,61,"Sparsely or Non vegetated","Polar Moist",2488,1.60833333333341,133.333333333333,37.8691666666667,-0.716666666666697,0.124320833333333
"43","Betula pubescens",46.42173,9.09727,2024-08-11,"gbif",649,794,51,"Sparsely or Non vegetated","Polar Moist",2696,0.833333333333371,168.833333333333,41.1658333333333,-1.04166666666669,0.0780083333333334
"44","Pinus cembra",46.49612,9.94653,2025-07-18,"gbif",548,616,57,"Sparsely or Non vegetated","Polar Moist",2965,-1.7166666666667,133.333333333333,41.4758333333333,-3.48333333333335,-0.00805416666666667
"45","Pinus cembra",46.194138,7.624817,2024-07-19,"gbif",524,538,61,"Sparsely or Non vegetated","Polar Moist",2569,1.60833333333341,133.333333333333,37.8691666666667,-0.716666666666697,0.1304125
"48","Pinus cembra",46.35981,10.00523,2025-04-22,"gbif",577,615,61,"Sparsely or Non vegetated","Polar Moist",2803,0.233333333333405,131.666666666667,38.5033333333333,-1.5333333333333,0.01875
"52","Pinus cembra",46.40476,10.00736,2025-08-08,"gbif",538,485,61,"Sparsely or Non vegetated","Polar Moist",2339,2.30000000000001,119.166666666667,36.7991666666667,0.591666666666754,0.135029166666667
"55","Pinus cembra",46.194294,7.624654,2024-07-19,"gbif",524,538,61,"Sparsely or Non vegetated","Polar Moist",2569,1.60833333333341,133.333333333333,37.8691666666667,-0.716666666666697,0.1304125
"57","Pinus cembra",46.43347,7.73138,2025-09-03,"gbif",557,791,58,"Sparsely or Non vegetated","Polar Moist",2292,4.47500000000002,165.25,46.555,2.18333333333334,0.116279166666667
"59","Picea abies",46.95934,9.24529,2025-05-17,"gbif",730,1035,52,"Sparsely or Non vegetated","Polar Moist",2464,2.60833333333341,223.416666666667,47.3625,0.108333333333348,0.0884083333333333
"65","Betula pubescens",46.71482,10.21842,2024-08-17,"gbif",549,689,57,"Sparsely or Non vegetated","Polar Moist",2751,0.0416666666666856,122.416666666667,44.125,-2.24999999999994,0.000979166666666664
"66","Betula pubescens",46.31485,10.0031,2025-08-05,"gbif",566,566,60,"Sparsely or Non vegetated","Polar Moist",2607,1.23333333333335,127.666666666667,38.0325,-0.625,0.0869125
"68","Pinus mugo",46.85858,9.83222,2023-06-14,"gbif",694,1129,53,"Sparsely or Non vegetated","Polar Moist",2384,3.20000000000005,128.416666666667,38.775,0.558333333333337,0.101533333333333
"71","Betula pubescens",46.69978,8.38659,2023-08-09,"gbif",540,654,59,"Sparsely or Non vegetated","Polar Moist",2725,-0.583333333333314,247.166666666667,46.3883333333333,-2.23333333333323,-0.0621958333333333
"74","Pinus cembra",46.50968,9.23029,2024-06-28,"gbif",614,724,53,"Sparsely or Non vegetated","Polar Moist",2686,0.108333333333348,157.416666666667,44.0208333333333,-1.75833333333333,0.0581958333333334
"75","Amanita muscaria",46.38886,7.47114,2022-10-06,"gbif",540,608,59,"Sparsely or Non vegetated","Polar Moist",2571,0.350000000000023,201.25,43.5683333333333,-2.45833333333326,0.00279166666666666
"78","Amanita muscaria",45.9835,7.0838,2023-10-01,"gbif",693,865,56,"Sparsely or Non vegetated","Polar Moist",1921,6.40833333333336,136.666666666667,43.7983333333333,4.27500000000009,0.212891666666667
"79","Pinus cembra",46.242348,7.613626,2025-07-09,"gbif",574,679,60,"Sparsely or Non vegetated","Polar Moist",2293,3.05000000000001,139.833333333333,38.9758333333333,0.591666666666697,0.157125
"81","Pinus cembra",46.40901,9.81239,2025-08-07,"gbif",527,582,61,"Sparsely or Non vegetated","Polar Moist",3051,-1.78333333333325,151.583333333333,43.0758333333333,-3.61666666666662,-0.0151541666666667
"82","Pinus cembra",46.1980852897,7.9325818643,2023-09-12,"inat",498,575,61,"Sparsely or Non vegetated","Polar Moist",2673,1.3416666666667,156.916666666667,42.5891666666667,-0.633333333333326,0.0716625
"94","Pinus cembra",46.51517,8.83947,2025-06-29,"gbif",630,785,51,"Grassland","Polar Moist",2240,1.75,176.5,41.99,0.10000000000008,0.150229166666667
"95","Pinus cembra",46.4390266667,9.9730283333,2021-08-02,"inat",534,488,60,"Grassland","Polar Moist",2234,2.5916666666667,110.416666666667,37.025,0.874999999999943,0.231816666666667
"98","Pinus cembra",46.46572,9.16372,2025-09-08,"gbif",635,833,52,"Grassland","Polar Moist",2205,3.26666666666671,166.25,44.0416666666667,1.41666666666669,0.157079166666667
"99","Betula pendula",46.38782,7.92614,2025-06-19,"gbif",546,599,61,"Grassland","Polar Moist",2191,1.30833333333339,191.916666666667,43.0741666666667,-0.65833333333336,0.143083333333333
"101","Pinus cembra",46.20791,7.92453,2024-01-31,"gbif",543,679,58,"Grassland","Polar Moist",2364,3.8416666666667,142.333333333333,40.95,1.85833333333341,0.363916666666667
"104","Betula pendula",46.20858,7.73018,2025-07-06,"gbif",533,540,61,"Grassland","Polar Moist",2472,1.28333333333336,149.666666666667,44.3025,-0.866666666666617,0.186495833333333
"105","Pinus cembra",46.02867,7.72922,2025-06-27,"gbif",532,647,60,"Grassland","Polar Moist",2245,2.2166666666667,141.583333333333,35.7866666666667,0.408333333333303,0.245541666666667
"106","Pinus mugo",46.34184,8.12056,2024-08-24,"gbif",545,564,61,"Grassland","Polar Moist",2514,1.69166666666672,186.916666666667,44.9866666666667,-0.174999999999955,0.117229166666667
"108","Pinus cembra",46.1519373467,7.2995287688,2022-07-28,"inat",679,870,58,"Grassland","Polar Moist",2200,2.48333333333335,138.833333333333,37.5441666666667,-0.0500000000000114,0.272608333333333
"109","Picea abies",46.58746,9.88549,2025-05-21,"gbif",603,877,55,"Grassland","Polar Moist",2176,3.29166666666669,120.916666666667,42.185,1.29166666666674,0.24085
"111","Betula pubescens",46.72765,9.6301,2024-09-07,"gbif",653,1023,52,"Grassland","Polar Moist",2423,2.01666666666671,163.333333333333,46.7866666666667,-0.53333333333336,0.171795833333333
"114","Amanita muscaria",46.808117,9.671372,2025-07-31,"gbif",656,703,53,"Grassland","Polar Moist",2040,4.49166666666673,132.916666666667,39.7591666666667,1.875,0.2548125
"119","Pinus mugo",46.66662,10.34669,2025-07-11,"gbif",543,761,59,"Grassland","Polar Moist",2174,3.61666666666667,101.083333333333,41.3908333333333,1.55000000000001,0.2766
"121","Pinus mugo",46.4106799079,9.8694923779,2024-07-02,"inat",550,593,61,"Grassland","Polar Moist",2422,1.07500000000005,133.583333333333,42.5025,-0.724999999999966,0.162170833333333
"122","Picea abies",46.77505,9.50105,2025-02-02,"gbif",688,988,52,"Grassland","Polar Moist",2260,4.20833333333331,150.5,44.9825,1.59166666666658,0.176966666666667
"124","Pinus cembra",46.11896,7.34163,2025-07-01,"gbif",541,619,59,"Grassland","Polar Moist",2630,-0.100000000000023,150.666666666667,39.4708333333333,-2.49166666666656,0.119583333333333
"131","Amanita muscaria",46.507958,8.777072,2023-08-12,"gbif",649,815,56,"Grassland","Polar Moist",1857,6.27500000000003,154.25,41.835,4.66666666666669,0.417508333333333
"136","Betula pendula",46.37579,9.16087,2025-06-21,"gbif",628,781,51,"Grassland","Polar Moist",2199,3.12500000000006,141.083333333333,37.2675,1.17500000000007,0.105783333333333
"138","Betula pubescens",46.60665,8.7113,2024-07-30,"gbif",601,692,55,"Grassland","Polar Moist",2329,1.85833333333341,216,48.1525,0.183333333333337,0.160933333333333
"141","Amanita muscaria",46.96318,8.98257,2023-09-01,"gbif",679,902,52,"Grassland","Polar Moist",1990,3.69999999999999,193.083333333333,43.365,1.54166666666669,0.180375
"145","Betula pendula",46.11888,7.27695,2025-08-14,"gbif",640,639,57,"Grassland","Polar Moist",2538,1.29166666666669,150.916666666667,38.3641666666667,-1.125,0.127704166666667
"146","Amanita muscaria",47.05126,9.11674,2022-09-22,"gbif",762,855,53,"Grassland","Polar Moist",2144,3.74166666666667,215.166666666667,49.21,1.39166666666671,0.169691666666667
"150","Pinus cembra",46.6248064722,9.6948081389,2023-07-09,"inat",631,837,53,"Grassland","Polar Moist",2152,3.12500000000006,131.5,44.46,0.90833333333336,0.2589875
"155","Pinus cembra",46.208042,7.54867,2024-07-11,"gbif",606,640,60,"Grassland","Polar Moist",2174,2.32500000000005,142.916666666667,40.15,-0.191666666666663,0.211245833333333
"157","Pinus cembra",46.215786,7.532071,2025-08-01,"gbif",581,604,59,"Grassland","Polar Moist",2562,1.48333333333341,144.333333333333,40.15,-1.04999999999984,0.146966666666667
"160","Pinus cembra",46.5859689779,9.867973363,2024-07-03,"inat",579,804,57,"Grassland","Polar Moist",2284,2.64166666666671,126.75,43.655,0.650000000000034,0.177054166666667
"161","Picea abies",46.84967,10.22538,2025-04-25,"gbif",554,931,55,"Grassland","Polar Moist",2296,1.88333333333333,136.916666666667,44.505,-0.608333333333348,0.2194
"164","Pinus cembra",46.6973,8.64806,2025-06-01,"gbif",667,813,54,"Grassland","Polar Moist",2116,2.43333333333339,188.916666666667,46.9425,0.683333333333394,0.202483333333333
"168","Pinus cembra",46.56168,8.71024,2024-06-14,"gbif",630,829,52,"Grassland","Polar Moist",2394,1.65833333333336,205.583333333333,47.5441666666667,0.0250000000000341,0.125908333333333
"169","Pinus cembra",46.11877,7.66502,2024-01-26,"gbif",548,546,63,"Grassland","Polar Moist",2639,0.358333333333405,154.5,41.505,-1.72499999999997,0.0911583333333334
"170","Pinus mugo",47.13703,9.38314,2025-06-20,"gbif",747,1038,53,"Grassland","Polar Moist",2140,3.94999999999999,198.083333333333,49.4683333333333,1.5,0.155333333333333
"172","Pinus cembra",46.5128422,10.0089775,2023-07-07,"inat",540,640,62,"Grassland","Polar Moist",2261,2.27500000000003,117.666666666667,41.3983333333333,0.56666666666672,0.261945833333333
"175","Betula pendula",46.42076,9.16229,2025-07-11,"gbif",635,766,52,"Grassland","Polar Moist",2471,2.04166666666669,154.666666666667,38.0808333333333,0.15833333333336,0.0628333333333333
"177","Pinus cembra",46.63344144,10.2598819,2020-09-02,"inat",544,639,61,"Grassland","Polar Moist",2231,3.72500000000002,91.1666666666667,39.1425,1.74166666666673,0.2821125
"178","Pinus mugo",46.50527,9.49078,2024-07-09,"gbif",665,815,51,"Grassland","Polar Moist",2199,2.57500000000005,131.166666666667,43.0666666666667,0.666666666666686,0.187608333333333
"180","Picea abies",46.7055,9.8773444444,2024-08-28,"inat",601,963,53,"Grassland","Polar Moist",2166,3.44166666666666,132.25,41.4583333333333,1.05833333333334,0.238483333333333
"187","Pinus cembra",46.0041558997,7.7747861668,2021-07-05,"inat",524,580,62,"Grassland","Polar Moist",2349,2.39166666666671,148.666666666667,39.2733333333333,0.608333333333405,0.138108333333333
"188","Pinus mugo",46.63276054,10.25964007,2020-09-02,"inat",544,639,61,"Grassland","Polar Moist",2231,3.32500000000005,93.25,39.1425,1.34166666666658,0.269766666666667
"190","Pinus mugo",46.64016,9.4959,2024-07-08,"gbif",656,893,49,"Grassland","Polar Moist",2259,3.17500000000001,131.333333333333,41.7883333333333,0.925000000000011,0.223941666666667
"192","Pinus cembra",46.4838876143,9.9243386338,2022-08-12,"inat",544,690,61,"Grassland","Polar Moist",2266,2.94166666666678,108.416666666667,36.9583333333333,1.1666666666668,0.218904166666667
"194","Pinus cembra",46.800076,9.667463,2025-08-09,"gbif",696,1060,49,"Grassland","Polar Moist",2123,4.49166666666673,132.916666666667,39.7591666666667,1.875,0.218966666666667
"195","Pinus cembra",46.72232,9.89161,2025-07-31,"gbif",685,995,57,"Grassland","Polar Moist",2462,1.03333333333336,135,41.4583333333333,-1.43333333333328,0.136795833333333
"196","Pinus cembra",46.8000757,9.6674631,2025-08-09,"inat",696,1060,49,"Grassland","Polar Moist",2123,4.49166666666673,132.916666666667,39.7591666666667,1.875,0.218966666666667
"200","Pinus cembra",46.0079116819,7.7771430014,2021-07-04,"inat",528,707,60,"Grassland","Polar Moist",2157,2.09166666666675,152,37.6266666666667,0.333333333333371,0.244595833333333
"201","Pinus cembra",46.223053,7.628845,2024-07-16,"gbif",597,648,60,"Grassland","Polar Moist",2309,2.85833333333335,143.5,40.9425,0.46666666666664,0.207345833333333
"204","Picea abies",46.82546,9.17525,2025-05-19,"gbif",720,1112,48,"Shrubland","Polar Moist",2065,3.29166666666669,185.166666666667,48.7075,0.925000000000068,0.231233333333333
"205","Pinus mugo",46.6923133333,10.1527916667,2022-06-23,"inat",568,702,58,"Forest","Polar Moist",2171,3.42500000000007,103.75,38.1075,1.17500000000001,0.349104166666667
"206","Pinus cembra",46.2251666667,7.6223533333,2020-08-18,"inat",568,713,58,"Forest","Polar Moist",2169,2.88333333333338,142.166666666667,38.9758333333333,0.5,0.285920833333333
"207","Pinus mugo",46.25371,7.66558,2025-08-05,"gbif",504,537,64,"Forest","Polar Moist",2797,0.300000000000011,150.916666666667,37.5083333333333,-2.05833333333334,0.0774041666666667
"208","Pinus cembra",46.63773,9.62646,2024-06-18,"gbif",671,764,49,"Forest","Polar Moist",1935,4.23333333333341,107,39.5666666666667,1.94999999999999,0.259825
"209","Pinus cembra",46.76728,9.89366,2024-06-29,"gbif",564,994,50,"Forest","Polar Moist",1943,3.84166666666675,130.25,41.0983333333333,1.29166666666669,0.3031125
"210","Pinus mugo",46.6999266667,10.1496583333,2022-06-23,"inat",597,745,55,"Forest","Polar Moist",2029,3.56666666666672,111.583333333333,36.5766666666667,1.31666666666666,0.273333333333333
"211","Pinus mugo",47.05028,9.18253,2023-07-05,"gbif",715,927,51,"Forest","Polar Moist",1812,4.07500000000005,200.916666666667,45.6525,1.66666666666663,0.313766666666667
"213","Pinus cembra",46.226498,7.618815,2024-06-25,"gbif",615,752,58,"Forest","Polar Moist",2135,2.88333333333338,142.166666666667,38.9758333333333,0.5,0.396075
"214","Amanita muscaria",46.486003,9.917088,2022-08-12,"gbif",546,745,60,"Forest","Polar Moist",2114,2.94166666666678,108.416666666667,36.9583333333333,1.1666666666668,0.3125125
"215","Pinus cembra",46.4536809021,9.8880031874,2024-07-02,"inat",553,802,58,"Forest","Polar Moist",2325,2.93333333333339,121,43.2433333333333,1.15833333333342,0.219791666666667
"217","Pinus cembra",46.24603,7.6079616667,2020-09-20,"inat",594,777,57,"Forest","Polar Moist",2112,4.67500000000001,130.75,38.9758333333333,2.20000000000005,0.343945833333333
"219","Picea abies",46.67298,10.0855,2025-05-11,"gbif",548,706,60,"Forest","Polar Moist",2020,3.41666666666674,98.6666666666667,39.9475,1.24166666666667,0.304229166666667
"220","Betula pendula",46.63646,9.69173,2025-06-01,"gbif",648,945,48,"Forest","Polar Moist",1994,3.24166666666673,115.333333333333,39.6183333333333,1,0.306116666666667
"224","Pinus cembra",46.173862,7.630095,2025-07-10,"gbif",589,788,58,"Forest","Polar Moist",2318,2.70000000000005,128.583333333333,38.8816666666667,0.483333333333462,0.214729166666667
"225","Amanita muscaria",46.486163,9.91689,2025-08-03,"gbif",546,745,60,"Forest","Polar Moist",2114,2.94166666666678,108.416666666667,36.9583333333333,1.1666666666668,0.3125125
"226","Pinus cembra",46.20839,7.79496,2024-06-07,"gbif",595,623,58,"Forest","Polar Moist",2310,3.54166666666669,143.166666666667,43.4608333333333,1.45833333333343,0.21935
"229","Amanita muscaria",46.620696,10.407407,2021-09-17,"gbif",557,674,61,"Forest","Polar Moist",2134,3.53333333333336,71.4166666666667,32.8683333333333,1.60000000000008,0.393095833333333
"230","Pinus cembra",46.247063,7.608531,2024-07-09,"gbif",594,777,57,"Forest","Polar Moist",2113,3.05000000000001,139.833333333333,38.9758333333333,0.591666666666697,0.343945833333333
"231","Pinus sylvestris",46.96364557,9.3198839393,2021-08-19,"inat",704,838,53,"Forest","Polar Moist",2253,2.88333333333338,198.166666666667,45.3991666666667,0.325000000000045,0.194370833333333
"232","Pinus cembra",46.225644,7.622165,2024-06-25,"gbif",568,713,58,"Forest","Polar Moist",2169,2.88333333333338,142.166666666667,38.9758333333333,0.5,0.285920833333333
"234","Pinus cembra",46.6775466667,10.3589083333,2024-08-21,"inat",545,847,59,"Forest","Polar Moist",2100,3.71666666666675,99.9166666666667,41.9283333333333,1.60000000000002,0.3317125
"235","Pinus cembra",46.6411473296,10.2027239434,2023-10-08,"inat",557,702,59,"Forest","Polar Moist",2230,3.5916666666667,85.1666666666667,35.1891666666667,1.57499999999999,0.294941666666667
"236","Pinus cembra",46.0066945194,7.7801824361,2023-08-12,"inat",531,695,61,"Forest","Polar Moist",2269,2.09166666666675,152,37.6266666666667,0.333333333333371,0.235745833333333
"237","Pinus mugo",46.727512,10.364537,2024-06-20,"gbif",563,819,56,"Forest","Polar Moist",2234,3.65000000000003,113.166666666667,43.8616666666667,1.40833333333342,0.182729166666667
"238","Pinus cembra",46.7301787997,10.3611649997,2022-07-29,"inat",565,813,60,"Forest","Polar Moist",2116,3.65000000000003,113.166666666667,43.8616666666667,1.40833333333342,0.245433333333333
"239","Pinus cembra",46.4889483333,9.9180933333,2024-08-09,"inat",586,633,56,"Forest","Polar Moist",2195,2.94166666666678,108.416666666667,36.9583333333333,1.1666666666668,0.293258333333333
"241","Pinus cembra",46.204155,7.618461,2024-07-09,"gbif",580,566,61,"Forest","Polar Moist",2372,2.2000000000001,134.333333333333,38.62,-0.149999999999977,0.264954166666667
"242","Pinus cembra",46.25356,7.73042,2024-06-18,"gbif",501,595,61,"Forest","Polar Moist",2375,2.33333333333343,143.416666666667,40.1025,0.116666666666674,0.173995833333333
"243","Pinus cembra",46.178978,7.639631,2025-08-01,"gbif",565,554,62,"Forest","Polar Moist",2412,1.89999999999998,140.166666666667,40.21,-0.333333333333314,0.1947375
"246","Betula pubescens",46.47173,8.70813,2025-06-14,"gbif",642,720,52,"Cropland","Polar Moist",2295,1.57499999999999,183.75,47.1616666666667,-0.033333333333303,0.1515875
"248","Pinus mugo",46.667402894,10.2419309691,2025-08-09,"inat",562,780,58,"Sparsely or Non vegetated","Boreal Moist",2108,3.80000000000001,96,37.3425,1.70833333333337,0.358120833333333
"250","Amanita muscaria",46.430393,9.927854,2025-08-18,"gbif",554,632,61,"Sparsely or Non vegetated","Boreal Moist",2192,3.55000000000007,121,39.4458333333333,1.80000000000007,0.198304166666667
"251","Pinus mugo",46.667403,10.241931,2025-08-09,"gbif",562,780,58,"Sparsely or Non vegetated","Boreal Moist",2108,3.80000000000001,96,37.3425,1.70833333333337,0.358120833333333
"252","Pinus cembra",46.6703231864,10.243945308,2023-06-23,"inat",559,800,58,"Sparsely or Non vegetated","Boreal Moist",2150,3.80000000000001,96,37.3425,1.70833333333337,0.327895833333333
"254","Pinus cembra",46.581099691,9.7831162407,2024-06-13,"inat",562,881,56,"Forest","Boreal Moist",1926,3.42500000000001,120.583333333333,42.0441666666667,1.35833333333335,0.2617625
"255","Pinus cembra",46.12703647,7.6421059,2023-07-31,"inat",582,812,60,"Forest","Boreal Moist",2013,3,131,38.4125,0.90833333333336,0.307216666666667
"256","Pinus cembra",46.5811,9.783116,2024-06-13,"gbif",562,881,56,"Forest","Boreal Moist",1926,3.42500000000001,120.583333333333,42.0441666666667,1.35833333333335,0.2617625
"257","Pinus mugo",46.6401615524,10.2932744846,2023-06-17,"inat",518,680,61,"Forest","Boreal Moist",2166,4.05833333333334,94.3333333333333,39.2891666666667,2.08333333333331,0.32445
"258","Pinus mugo",46.6403972222,10.2934083333,2025-07-21,"inat",518,680,61,"Forest","Boreal Moist",2166,4.05833333333334,94.3333333333333,39.2891666666667,2.08333333333331,0.32445
"259","Pinus mugo",46.6391573092,10.2933891788,2021-10-09,"inat",508,691,60,"Forest","Boreal Moist",2111,4.05833333333334,94.3333333333333,39.2891666666667,2.08333333333331,0.302454166666667
"261","Betula pendula",46.60736,8.64605,2025-07-01,"gbif",644,937,53,"Forest","Boreal Moist",2028,2.89166666666671,211.916666666667,47.8341666666667,1.26666666666665,0.258870833333333
"262","Pinus mugo",46.64198,10.2972466667,2025-07-17,"inat",522,695,60,"Forest","Boreal Moist",2146,2.60000000000002,98.25,39.2891666666667,0.583333333333371,0.3489375
"263","Pinus mugo",46.531926551,9.9936475183,2025-06-28,"inat",534,788,56,"Forest","Boreal Moist",2135,3.65833333333336,108.166666666667,40.9475,1.88333333333327,0.3063875
"264","Pinus cembra",46.4521194444,9.9527472222,2025-05-11,"inat",520,788,59,"Forest","Boreal Moist",2021,3.55000000000007,108.583333333333,37.8258333333333,1.85833333333335,0.327195833333333
"265","Pinus cembra",46.452119,9.952747,2025-05-11,"gbif",520,788,59,"Forest","Boreal Moist",2021,3.55000000000007,108.583333333333,37.8258333333333,1.85833333333335,0.327195833333333
"266","Pinus cembra",46.68663,10.35921,2025-07-09,"gbif",535,849,61,"Forest","Boreal Moist",2088,4.26666666666671,98.8333333333333,41.9283333333333,2.13333333333338,0.339304166666667
"267","Pinus cembra",46.6997257896,10.3582409285,2024-09-15,"inat",528,814,60,"Forest","Boreal Moist",2011,4.49166666666673,98.8333333333333,41.9283333333333,2.3416666666667,0.352958333333333
"268","Pinus cembra",45.993017,7.743234,2025-09-30,"gbif",507,687,61,"Grassland","Boreal Moist",2368,2.64166666666671,137.166666666667,36.5833333333333,0.849999999999966,0.176704166666667
"271","Pinus cembra",46.6388888889,10.2647222222,2022-06-15,"inat",525,781,57,"Grassland","Boreal Moist",2126,3.72500000000002,91.1666666666667,39.1425,1.74166666666673,0.306658333333333
"272","Pinus cembra",46.5705361944,9.6617856667,2021-07-12,"inat",571,787,53,"Grassland","Boreal Moist",2047,4.00000000000006,116.5,40.7925,1.93333333333334,0.25945
"273","Pinus cembra",46.0442813745,7.4706692621,2025-08-04,"inat",575,693,58,"Grassland","Boreal Moist",2320,2.50000000000006,132.75,43.8516666666667,0.525000000000034,0.175241666666667
"275","Pinus cembra",46.4391625877,9.8661482996,2025-07-08,"inat",545,729,62,"Grassland","Boreal Moist",2048,3.65000000000003,123.166666666667,43.5641666666667,1.85833333333329,0.261404166666667
"277","Pinus cembra",45.9930167997,7.7432344,2025-09-30,"inat",507,687,61,"Grassland","Boreal Moist",2368,2.64166666666671,137.166666666667,36.5833333333333,0.849999999999966,0.176704166666667
"278","Pinus cembra",46.439163,9.866148,2025-07-08,"gbif",545,729,62,"Grassland","Boreal Moist",2048,3.65000000000003,123.166666666667,43.5641666666667,1.85833333333329,0.261404166666667
"279","Pinus cembra",46.044281,7.470669,2025-08-04,"gbif",575,693,58,"Grassland","Boreal Moist",2320,2.50000000000006,132.75,43.8516666666667,0.525000000000034,0.175241666666667
"281","Pinus cembra",46.6368833333,10.2642116667,2023-09-30,"inat",540,770,55,"Grassland","Boreal Moist",2157,3.72500000000002,91.1666666666667,39.1425,1.74166666666673,0.284608333333333
"282","Pinus mugo",46.55932,8.90583,2023-06-03,"gbif",664,870,49,"Shrubland","Cool Temperate Moist",1526,6.81666666666672,169.666666666667,43.3216666666667,5.10000000000008,0.395458333333333
"283","Betula pubescens",47.1296522487,8.6870304309,2020-10-06,"inat",674,891,56,"Shrubland","Cool Temperate Moist",900,11.0583333333334,157.416666666667,42.0758333333333,9.35833333333329,0.4156
"284","Picea abies",46.4083728427,7.102196021,2024-01-13,"inat",656,747,59,"Shrubland","Cool Temperate Moist",1394,8.55000000000001,159.416666666667,38.7733333333333,5.88333333333338,0.402983333333333
"285","Pinus mugo",46.7417283333,7.3891916667,2024-06-28,"inat",676,1034,55,"Shrubland","Cool Temperate Moist",1537,7.85000000000008,140.666666666667,40.9733333333333,5.51666666666671,0.432195833333333
"286","Betula pendula",47.3735388889,8.6668722222,2020-02-01,"inat",571,674,63,"Shrubland","Cool Temperate Moist",441,13.825,95.0833333333333,37.4258333333333,12.1166666666667,0.605829166666667
"287","Pinus mugo",46.5369444444,8.8361111111,2024-06-24,"inat",679,847,50,"Shrubland","Cool Temperate Moist",1767,5.39166666666671,180.583333333333,43.8891666666667,3.73333333333329,0.418245833333333
